id,title,source,category,tags,trust,description,collapsed_count,model_key,thumb_url,product_url,image_url
polywood-chippendale-garden-arm-chair,Chippendale Garden Arm Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-chippendale-garden-arm-chair.jpg,https://www.polywood.com/products/chippendale-garden-arm-chair-cdb24,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/vuyac8dznltpfcajho8x.jpg?v=1737499286
polywood-club-chair,Club Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-club-chair.jpg,https://www.polywood.com/products/club-chair-pwclc23,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/fccuoya4ijyjndi6fzoi.jpg?v=1736813878
polywood-cottage-deep-seating-chair,Cottage Deep Seating Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-cottage-deep-seating-chair.jpg,https://www.polywood.com/products/cottage-deep-seating-chair-cl4521,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/uzodphpdrvge5cbawwfh.jpg?v=1736813287
polywood-cottage-dining-arm-chair,Cottage Dining Arm Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-cottage-dining-arm-chair.jpg,https://www.polywood.com/products/cottage-dining-arm-chair-cltgd240,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/pc1kpzsp8zoq45nn1uy8.jpg?v=1737499647
polywood-eastport-lounge-chair,Eastport Lounge Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-eastport-lounge-chair.jpg,https://www.polywood.com/products/eastport-lounge-chair-lnge300,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/n0hbclfve25vf8fwughe.jpg?v=1737499522
polywood-edge-club-chair,EDGE Club Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-edge-club-chair.jpg,https://www.polywood.com/products/edge-club-chair-4601,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/rsg0vockgbg9yup8wjq5.jpg?v=1736814722
polywood-edge-dining-arm-chair,EDGE Dining Arm Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-edge-dining-arm-chair.jpg,https://www.polywood.com/products/edge-dining-arm-chair-emd200,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/Group_5_f2c09541-aa1c-4bd2-873f-69c4e1a99cdc.png?v=1744942167
polywood-elevate-dining-arm-chair,Elevate Dining Arm Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-elevate-dining-arm-chair.jpg,https://www.polywood.com/products/elevate-dining-arm-chair-pwd422d200,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/ufpgjtx9ukgyhl6v6ehh.jpg?v=1738353729
polywood-estate-dining-arm-chair,Estate Dining Arm Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-estate-dining-arm-chair.jpg,https://www.polywood.com/products/estate-dining-arm-chair-pwd423d200,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/xiabmro96u06rnawr229.jpg?v=1738353734
polywood-estate-lounge-chair,Estate Lounge Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-estate-lounge-chair.jpg,https://www.polywood.com/products/estate-lounge-chair-pwd4231,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/bzlzx2cecxoiizszlyvz.jpg?v=1738353736
polywood-grant-park-deep-seating-chair,Grant Park Deep Seating Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-grant-park-deep-seating-chair.jpg,https://www.polywood.com/products/grant-park-deep-seating-chair-4401,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/oqpthzbb8lpffep0kqlw.jpg?v=1736811864
polywood-harbour-deep-seating-chair,Harbour Deep Seating Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-harbour-deep-seating-chair.jpg,https://www.polywood.com/products/harbour-deep-seating-chair-4011,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/ogs6alqlpklkxe6loynw.jpg?v=1736807901
polywood-la-casa-caf-dining-arm-chair,La Casa Café Dining Arm Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-la-casa-caf-dining-arm-chair.jpg,https://www.polywood.com/products/la-casa-caf-dining-arm-chair-td200,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/x4z9kuwxtyua7uq5alt1.jpg?v=1737499250
polywood-lakeside-dining-arm-chair,Lakeside Dining Arm Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-lakeside-dining-arm-chair.jpg,https://www.polywood.com/products/lakeside-dining-arm-chair-tld200,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/hfgtphdojcklollorh3v.jpg?v=1772491809
polywood-lakeside-deep-seating-chair,Lakeside Deep Seating Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-lakeside-deep-seating-chair.jpg,https://www.polywood.com/products/lakeside-deep-seating-chair-4411,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/kfkczcwutp8lftiopchu.jpg?v=1772492502
polywood-latitude-lounge-chair,Latitude Lounge Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-latitude-lounge-chair.jpg,https://www.polywood.com/products/latitude-lounge-chair-pwd4211,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/hl0jcy5fcgxa15wqvg8a.jpg?v=1738353736
polywood-latitude-dining-arm-chair,Latitude Dining Arm Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-latitude-dining-arm-chair.jpg,https://www.polywood.com/products/latitude-dining-arm-chair-pwd421d200,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/b53sszt5s3muifiran8n.jpg?v=1738353848
polywood-mission-deep-seating-chair,Mission Deep Seating Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-mission-deep-seating-chair.jpg,https://www.polywood.com/products/mission-deep-seating-chair-4441,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/vqpzljihudjvfvv9g9ge.jpg?v=1736812361
polywood-mission-dining-arm-chair,Mission Dining Arm Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-mission-dining-arm-chair.jpg,https://www.polywood.com/products/mission-dining-arm-chair-tld240,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/p3go91sgfsqvikrs5oz7.jpg?v=1737499670
polywood-oxford-dining-arm-chair,Oxford Dining Arm Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-oxford-dining-arm-chair.jpg,https://www.polywood.com/products/oxford-dining-arm-chair-tld250,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/pwoeklx0o7xdqhqqxvsp.jpg?v=1737499734
polywood-oxford-deep-seating-chair,Oxford Deep Seating Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-oxford-deep-seating-chair.jpg,https://www.polywood.com/products/oxford-deep-seating-chair-4451,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/yfoli4huefry05r6597z.jpg?v=1736812359
polywood-palm-coast-dining-chair,Palm Coast Dining Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-palm-coast-dining-chair.jpg,https://www.polywood.com/products/palm-coast-dining-chair-hnd200,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/tbpcou2ab6uahm2ymy4s_0e85d7d5-8294-4c74-8f49-2c04f1504af2.jpg?v=1737499457
polywood-prairie-dining-arm-chair,Prairie Dining Arm Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-prairie-dining-arm-chair.jpg,https://www.polywood.com/products/prairie-dining-arm-chair-tld260,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/uzbufaqus1lqhrd6bnhd.jpg?v=1737499197
polywood-prescott-dining-arm-chair,Prescott Dining Arm Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-prescott-dining-arm-chair.jpg,https://www.polywood.com/products/prescott-dining-arm-chair-pd200,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/metozu0rjffnwferra51.jpg?v=1737499336
polywood-prairie-deep-seating-chair,Prairie Deep Seating Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-prairie-deep-seating-chair.jpg,https://www.polywood.com/products/prairie-deep-seating-chair-4461,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/rcpwgh3ixducts9meaoc.jpg?v=1736812356
polywood-prescott-deep-seating-chair,Prescott Deep Seating Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-prescott-deep-seating-chair.jpg,https://www.polywood.com/products/prescott-deep-seating-chair-4101,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/yhu9f7ztaizaygcniwo8.jpg?v=1736812362
polywood-riviera-modern-lounge-chair,Riviera Modern Lounge Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-riviera-modern-lounge-chair.jpg,https://www.polywood.com/products/riviera-modern-lounge-chair-1401,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/uta5nx9nlih6ejllrrdj.jpg?v=1736812378
polywood-rockford-garden-arm-chair,Rockford Garden Arm Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-rockford-garden-arm-chair.jpg,https://www.polywood.com/products/rockford-garden-arm-chair-rkb24,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/acoqvzag8c2kivxbh2uu.jpg?v=1737499337
polywood-seashell-dining-chair,Seashell Dining Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-seashell-dining-chair.jpg,https://www.polywood.com/products/seashell-dining-chair-shd19,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/fi9rfslsmcxttxd65orl.jpg?v=1749495877
polywood-signature-dining-chair,Signature Dining Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-signature-dining-chair.jpg,https://www.polywood.com/products/signature-dining-chair-1910,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/rc2cx5lgkubbhfdhl4df.jpg?v=1737499194
polywood-traditional-garden-dining-arm-chair,Traditional Garden Dining Arm Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-traditional-garden-dining-arm-chair.jpg,https://www.polywood.com/products/traditional-garden-dining-arm-chair-tgd200,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/fjvvv5cvzsh728tzz0q3.jpg?v=1737499514
polywood-traditional-garden-arm-chair,Traditional Garden Arm Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-traditional-garden-arm-chair.jpg,https://www.polywood.com/products/traditional-garden-arm-chair-tgb24,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/abqqjchejvsrybzk4pvx.jpg?v=1737499292
polywood-vineyard-deep-seating-chair,Vineyard Deep Seating Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-vineyard-deep-seating-chair.jpg,https://www.polywood.com/products/vineyard-deep-seating-chair-gn23,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/i0zxexted8bbpylwoh7f.jpg?v=1772492481
polywood-vineyard-garden-arm-chair,Vineyard Garden Arm Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-vineyard-garden-arm-chair.jpg,https://www.polywood.com/products/vineyard-garden-arm-chair-gnb24,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/k4cp1kp8dvho3qojkykl.jpg?v=1772491806
polywood-vineyard-dining-arm-chair,Vineyard Dining Arm Chair,POLYWOOD,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/polywood-vineyard-dining-arm-chair.jpg,https://www.polywood.com/products/vineyard-dining-arm-chair-vnd230,https://cdn.shopify.com/s/files/1/0707/7147/4659/files/m29baavcpvou37xtjhio.jpg?v=1772491819
trex-outdoor-furniture-cape-cod-dining-arm-chair,Cape Cod Dining Arm Chair,Trex Outdoor Furniture,HDPE / PE 板件可转化,HDPE / PE; poly lumber; recycled plastic; 板件 / 板条; 扶手椅,HDPE / poly lumber brand,HDPE / PE / poly lumber / recycled plastic；单把完整扶手椅产品图；板条或板件结构，适合发泡 PE / HDPE 板件、CNC 切割、螺丝装配参考。,,,thumbs/trex-outdoor-furniture-cape-cod-dining-arm-chair.jpg,https://www.trexfurniture.com/products/cape-cod-dining-arm-chair-txtld230,https://cdn.shopify.com/s/files/1/0683/0374/9165/files/qx4bjjdfxptefws9bc5v.jpg?v=1752853404
